Temperature,Humidity,Pressure,Light,Cloudiness,API_Rain,Predict_Rain
29.0,55.2,1020.3,322,45,1,0
37.8,96.1,1019.8,103,64,1,1
34.7,81.0,1015.2,4066,33,1,0
23.9,53.5,1002.2,2030,56,0,1
24.6,57.6,1011.8,235,90,0,0
20.0,42.2,995.0,3239,18,1,0
21.6,83.8,1000.4,1726,83,1,1
33.5,75.6,1002.4,2224,5,0,1
28.5,63.5,1013.1,1430,55,1,0
40.0,81.6,1012.0,761,16,1,0
31.5,48.7,1017.5,2621,95,0,0
34.7,86.8,1014.0,454,37,0,1
28.1,57.4,1023.1,2473,92,0,0
29.6,90.4,992.0,2517,36,0,1
21.9,84.7,1002.2,340,67,0,0
26.3,52.1,1009.9,2394,70,0,0
28.2,63.4,1009.4,3214,46,1,0
30.9,81.2,1000.1,900,22,1,0
24.0,75.6,999.0,3775,48,1,0
30.4,92.7,1020.1,2261,53,0,0
34.7,66.3,1004.2,2985,47,0,0
39.6,51.3,1010.5,4071,43,0,0
29.1,57.4,1021.0,1291,59,1,0
37.6,47.5,1008.7,1582,79,1,0
21.1,83.7,1004.0,422,67,1,1
29.6,62.8,995.7,3962,91,1,1
30.2,44.1,991.4,2979,54,1,0
35.6,93.5,991.3,3955,87,1,1
22.3,83.6,1001.8,1081,65,0,0
39.8,78.9,1001.2,2192,17,1,0
21.8,78.8,991.4,1129,5,0,0
35.4,71.4,1010.0,2752,17,0,0
23.7,76.7,1022.3,152,90,1,0
24.9,91.3,990.3,2545,82,0,1
34.9,77.0,1011.3,962,73,1,0
22.0,51.8,1015.2,1586,5,0,0
32.0,48.1,1021.4,2935,47,0,0
23.5,97.8,991.6,1203,94,1,1
26.8,79.5,1014.1,127,23,0,0
40.0,40.2,1009.7,681,87,0,0
29.9,83.9,1012.3,2337,91,0,0
33.4,94.9,1006.7,3265,86,0,0
31.4,78.8,1023.1,1772,81,1,1
28.5,87.3,1001.7,854,54,0,1
28.4,97.0,1007.7,1530,41,0,1
32.2,63.7,1021.4,2735,41,0,0
35.8,77.3,1004.9,543,39,0,0
25.5,57.7,1009.8,1818,92,0,0
34.9,49.8,991.1,2821,64,0,0
29.3,99.0,1014.4,759,86,0,1
22.3,53.8,1011.4,1545,24,1,1
35.5,80.0,1014.1,1376,11,1,0
29.4,75.6,1007.0,3682,52,0,0
32.1,65.2,1023.9,3807,74,1,1
39.6,48.7,1010.6,3251,13,0,0
24.5,57.2,994.5,216,20,0,0
21.8,78.0,1001.4,3523,17,1,0
27.9,52.4,995.3,833,99,1,1
21.1,74.2,999.6,3627,65,0,0
20.8,56.3,999.5,4075,2,0,0
36.4,98.5,1014.0,1045,5,1,1
32.1,86.0,1023.4,2155,91,0,0
26.7,55.7,1012.5,1473,41,0,0
31.6,71.2,993.7,2524,86,1,1
37.9,58.4,995.9,1404,25,0,0
39.0,63.0,1000.3,480,13,0,0
26.3,49.5,1009.7,2570,61,0,0
35.1,59.5,1022.0,3289,56,0,0
30.2,47.2,1004.7,3404,44,0,0
27.5,83.0,991.0,1230,82,0,0
37.0,85.6,1001.6,3302,11,0,1
35.0,75.6,999.7,714,34,0,0
22.1,76.9,1024.9,1250,15,0,0
35.8,49.6,1020.2,3303,30,0,0
26.1,79.5,999.0,986,60,1,0
20.8,70.6,1006.0,3019,6,0,0
21.2,65.4,993.4,2138,8,1,0
33.9,92.0,1019.8,4004,34,0,0
22.0,51.1,1006.6,712,17,0,0
33.8,66.2,1015.4,2010,44,0,0
27.6,47.1,1010.9,2575,10,0,0
30.7,96.8,998.6,1838,39,1,1
31.7,79.3,1004.2,1906,63,0,0
23.8,90.8,1019.1,3630,91,0,0
34.2,62.3,1016.9,828,96,0,0
37.5,49.2,993.6,3789,61,0,0
29.6,85.0,1004.1,3519,1,1,0
26.0,65.3,1023.6,1597,94,1,1
33.9,72.3,1009.4,4080,70,1,0
21.8,76.9,1001.2,2324,5,1,0
34.9,49.7,1018.9,3932,53,0,0
27.6,88.2,1007.5,1199,69,1,0
22.3,40.5,1017.1,2520,70,0,0
36.2,60.4,1024.3,2863,53,0,0
25.8,58.5,997.7,142,26,0,0
30.9,83.1,1017.9,1755,65,1,0
37.4,44.5,999.9,2026,44,1,0
35.4,87.8,1001.3,30,72,0,1
35.4,40.4,993.2,3098,31,0,0
37.7,91.0,993.8,1084,27,0,1
27.5,44.4,990.3,1326,33,0,0
38.1,71.5,1010.6,511,46,0,0
23.9,90.7,995.7,1670,57,1,1
24.0,50.6,1024.1,791,85,1,1
33.6,40.8,998.7,1840,21,0,0
38.1,80.9,1024.3,3493,43,0,0
24.2,44.4,1005.7,2831,31,1,0
35.6,91.1,991.6,3578,46,0,1
27.3,68.7,998.9,3343,67,0,0
32.9,54.0,1018.7,805,41,1,0
37.3,98.2,991.1,1081,98,0,1
36.2,47.5,1011.4,3944,76,0,0
24.8,75.2,998.8,2436,2,0,0
33.4,72.9,1024.0,2319,11,0,0
28.0,72.0,1015.2,825,61,0,0
38.7,79.8,1013.9,1623,44,0,0
33.3,40.9,1018.0,3936,57,0,0
26.1,64.6,1009.0,3635,22,0,0
34.6,62.6,1024.0,3608,30,0,0
28.1,63.7,1010.3,344,70,0,0
35.1,71.3,1015.8,2769,26,0,0
39.1,64.4,990.3,2218,87,0,0
26.0,73.7,991.3,3140,27,0,1
36.6,57.1,1021.1,558,84,0,0
30.5,90.4,1023.1,624,51,0,0
20.3,74.4,1010.5,785,34,0,0
38.8,48.1,1022.9,1125,72,1,0
31.8,50.6,1002.0,560,42,0,1
23.8,85.3,997.4,3914,17,0,1
32.5,84.3,1014.1,2024,73,1,1
21.4,88.2,1008.6,622,24,0,0
24.1,85.8,997.7,1901,11,0,1
22.2,64.0,1020.6,2084,13,0,0
37.2,69.1,1014.5,4094,81,0,0
29.2,64.3,995.5,3352,100,0,0
33.2,61.7,998.3,1339,35,0,0
26.1,68.7,1006.1,587,28,1,0
32.9,41.2,994.8,1652,66,1,0
36.7,84.2,1013.2,2131,43,0,0
32.9,83.4,1005.9,66,57,1,0
27.9,54.0,1010.0,224,66,0,0
30.5,89.0,1000.7,3539,91,0,1
38.4,76.2,1024.8,3618,47,1,0
29.4,65.3,1004.4,3733,62,0,0
23.6,52.8,1009.7,1990,84,1,1
30.3,66.1,991.3,111,32,0,0
25.0,46.3,992.2,1511,35,0,0
28.2,73.5,1001.4,157,40,0,0
39.3,52.6,1020.7,2060,61,1,0
21.7,47.1,1017.7,706,9,0,0
21.2,82.3,997.2,2596,91,0,0
25.5,84.3,1013.7,3739,52,0,0
22.9,50.7,1023.2,2302,33,0,0
34.1,64.9,1023.7,3402,49,0,0
35.1,81.3,990.0,76,8,0,0
21.6,70.7,992.3,3440,21,0,0
33.0,88.7,993.7,3625,40,0,1
31.9,77.8,998.9,1334,94,0,0
38.3,89.0,1007.3,1668,83,1,1
30.1,89.4,994.2,2440,81,1,1
29.7,62.6,996.6,2144,15,0,0
20.0,72.5,997.9,1957,31,1,0
24.9,71.6,1019.4,647,27,1,0
20.5,87.6,1009.7,416,37,0,0
33.5,98.8,990.4,740,44,0,1
37.7,48.6,1014.2,3186,74,0,0
38.7,60.5,1016.1,2028,43,0,0
35.1,56.1,1015.0,1094,96,0,0
28.3,80.2,1012.8,689,11,1,0
36.4,80.2,995.0,1014,47,0,0
34.6,74.2,998.7,4075,88,1,1
26.8,65.3,1006.6,376,51,1,0
29.5,78.2,997.3,900,97,0,0
26.1,66.5,998.8,1382,79,0,0
27.4,67.9,1017.4,2822,77,1,0
27.0,75.7,991.4,1166,20,0,0
39.6,40.5,1019.8,1926,54,0,0
21.3,47.0,1005.8,546,70,0,0
25.7,89.4,991.5,998,39,0,1
20.7,96.1,1005.6,2400,86,1,1
23.7,40.4,1015.9,3782,47,0,0
30.3,41.2,999.2,3836,74,0,0
38.9,87.3,1002.3,1971,99,1,1
24.4,77.0,1015.3,1223,28,0,0
31.7,72.6,1006.2,1783,40,0,0
30.2,68.6,991.7,295,83,0,0
21.8,71.9,1003.6,3369,69,1,0
31.5,70.5,1011.9,2672,93,0,0
22.3,67.2,992.1,1433,78,0,0
39.9,60.9,1010.0,2591,98,0,0
23.2,64.0,1016.6,164,48,0,0
36.2,99.0,1008.4,2013,11,0,1
36.8,89.8,1009.1,2430,70,0,0
28.4,42.4,1021.0,2075,26,0,0
37.9,59.5,993.5,3897,4,0,1
34.6,59.4,990.1,1847,66,0,0
35.0,72.6,1008.9,628,54,1,0
21.2,42.7,1001.3,1967,67,0,0
22.4,78.7,1010.5,1202,35,1,0
36.6,85.7,1015.1,2484,9,0,0
23.2,60.7,1002.2,3348,20,0,0
29.6,55.3,1013.0,1995,53,0,0
23.9,51.0,1011.4,3540,23,0,0
29.6,94.3,1017.7,833,53,0,0
29.6,98.6,1021.6,3709,33,0,1
38.0,64.3,995.3,2049,21,0,0
25.3,45.3,1006.6,3408,34,0,0
28.5,87.6,992.1,1983,75,0,1
29.7,75.1,992.7,1670,6,0,1
34.1,66.1,1016.2,3203,4,0,0
32.6,42.7,1013.4,2531,19,1,0
33.7,88.6,1012.1,2033,53,0,1
28.3,56.9,1022.0,1861,5,0,0
33.1,88.9,1002.0,373,15,0,1
23.9,51.9,997.8,93,2,0,0
21.6,80.5,994.9,1283,95,0,0
20.3,85.8,999.7,1000,13,0,1
30.7,73.2,1001.7,3375,77,0,0
37.5,92.3,997.9,827,54,1,1
21.6,83.9,993.9,2289,34,1,0
26.6,67.0,996.8,2115,83,0,0
25.8,72.5,1020.3,2848,5,0,0
38.3,67.7,1002.2,2605,97,0,0
30.2,67.6,1013.5,23,8,1,0
22.0,43.1,996.4,1903,53,0,0
20.0,97.0,1022.4,3112,31,1,1
36.2,88.4,1005.8,1800,24,0,0
37.7,93.1,1014.8,2428,43,1,0
35.0,93.9,1013.0,3347,93,0,0
33.0,65.4,1012.9,2495,30,0,0
31.4,79.4,1012.6,2303,97,0,0
25.1,69.5,990.4,3378,54,0,0
33.3,78.0,1000.0,2287,28,1,0
31.7,44.7,1009.8,3477,80,0,0
30.8,43.6,994.8,1141,11,0,0
32.5,61.5,1023.3,251,64,0,0
36.8,76.3,1001.2,304,48,0,0
39.2,88.0,995.1,3274,24,1,1
28.6,94.9,990.9,3214,81,1,1
21.8,42.6,1008.5,3979,47,0,0
35.5,83.8,997.0,1335,58,0,0
28.8,83.6,991.9,2468,3,0,0
24.8,49.0,1015.5,1193,8,0,0
25.4,93.7,1003.9,3916,98,1,1
26.0,86.5,1001.2,1871,39,0,1
25.8,41.4,994.0,1369,98,0,0
20.4,44.3,1006.9,40,13,0,0
32.4,85.8,1022.7,3042,48,1,0
38.2,56.9,1003.6,568,94,0,1
21.2,76.9,1015.4,669,5,0,0
32.9,69.4,1019.5,476,63,0,0
26.2,62.5,1008.8,689,45,0,0
28.8,41.7,992.7,3073,59,1,0
31.1,48.7,1006.8,3053,37,0,0
20.9,57.7,999.5,2686,4,1,0
39.6,79.5,1011.4,4078,59,0,0
26.7,85.1,995.7,997,62,0,1
31.4,56.3,1012.2,445,98,1,1
21.9,49.1,1006.9,1479,99,1,1
35.6,56.2,994.6,255,13,0,0
33.1,68.4,1021.5,2441,60,1,0
20.8,85.3,995.9,3005,43,1,1
25.5,74.0,1008.9,3600,91,0,0
22.1,42.5,1011.1,909,5,0,0
34.0,98.6,1021.2,3449,22,0,1
39.9,49.6,992.1,1545,62,1,0
24.2,73.7,1019.4,1785,48,1,0
39.7,54.9,994.1,4045,49,0,0
33.9,61.7,1024.9,3145,64,0,0
31.8,45.0,1018.7,3419,62,1,0
25.3,42.4,1024.8,2240,42,1,0
23.3,57.8,1015.0,451,35,0,0
31.0,74.1,991.9,688,70,0,0
22.8,92.3,992.1,3360,86,0,0
27.6,75.7,1005.1,2860,32,0,1
33.3,61.6,1008.3,860,64,0,0
31.0,64.1,1017.9,3419,63,1,0
28.2,63.4,1022.7,2148,76,1,0
37.0,57.2,997.1,2065,46,0,0
21.9,58.5,1012.2,2320,44,0,0
31.9,41.3,991.3,970,32,1,0
36.7,94.9,1007.5,811,67,1,0
34.6,97.2,1005.8,1105,46,0,1
25.2,47.8,1018.4,3801,58,0,0
33.3,94.7,1019.6,2247,83,0,0
32.4,41.3,1003.0,1909,62,1,0
36.2,75.6,994.7,336,4,0,0
21.7,90.3,1019.8,2360,91,1,1
38.7,45.9,1013.0,2507,19,0,0
27.5,92.4,1004.3,2968,16,1,1
26.5,71.1,1023.5,1085,57,1,0
23.8,65.8,1020.0,4067,96,0,0
34.0,82.3,1006.1,3184,9,0,0
20.1,45.9,1002.5,1076,59,0,0
25.2,69.5,1024.4,2715,33,1,0
32.5,77.3,1015.8,2392,53,0,1
22.9,46.8,1011.3,1150,74,1,0
31.9,54.6,1008.8,2257,79,0,0
22.5,71.3,999.9,2113,49,0,0
25.4,79.4,1018.8,1715,82,0,0
26.8,86.1,998.9,1810,4,0,1
20.6,46.9,993.1,1349,44,0,0
21.0,83.4,1001.0,510,93,0,0
23.7,40.2,1019.0,2149,90,1,0
35.4,54.9,999.8,3577,3,1,0
30.4,63.2,1003.4,2216,78,0,0
36.8,60.0,1011.7,1676,65,1,0
39.4,71.2,996.5,365,43,0,0
27.1,55.0,1006.9,3103,87,1,1
26.2,71.8,1022.5,3044,51,1,0
26.1,73.1,1012.5,3766,63,0,0
26.1,61.9,1002.7,2424,39,0,0
28.2,57.1,1019.8,2983,79,0,0
38.4,87.4,994.9,363,93,0,0
21.0,68.1,998.0,1637,95,1,1
33.0,41.1,1001.8,1365,98,1,1
27.8,66.4,993.5,2999,15,0,0
31.2,42.5,1003.3,2885,80,0,0
36.7,58.1,1016.1,3981,18,0,0
31.6,46.9,1008.4,2394,10,0,0
32.0,59.4,993.1,2796,91,0,1
25.0,88.7,993.0,2694,88,1,1
40.0,67.9,1013.5,1442,28,0,0
25.4,72.1,994.5,2560,81,0,0
30.2,42.9,1019.0,2288,4,0,0
25.0,54.8,1005.1,1779,56,1,0
29.1,50.7,1008.8,661,50,1,0
32.5,86.2,1013.7,863,33,0,0
26.4,84.4,1014.2,4061,96,1,1
31.5,84.4,1010.5,1908,69,1,0
32.6,64.5,1023.8,221,47,0,0
24.8,81.9,1024.3,1636,61,1,0
27.4,54.1,994.8,4072,69,0,0
37.3,72.9,1016.0,2553,78,0,0
33.6,76.2,998.6,3290,10,0,0
20.8,42.8,999.6,268,80,1,1
38.2,65.1,1023.6,3648,100,1,1
36.8,53.7,1023.5,2170,7,0,0
29.1,84.6,1007.3,677,25,0,1
31.9,51.0,1018.0,1501,2,0,0
26.6,85.7,1017.9,3569,6,0,0
29.0,89.2,1018.7,2160,0,0,0
30.0,58.0,1017.4,2393,32,0,0
26.1,99.7,1015.5,2841,22,0,1
24.0,80.3,1019.9,808,64,1,0
37.3,86.3,1003.5,2256,52,0,1
37.9,66.7,1013.6,3119,95,0,0
25.4,89.6,995.1,2650,93,1,0
30.2,59.5,1005.7,2296,16,1,0
34.5,41.7,1022.7,3606,58,0,0
26.9,91.6,1000.4,3652,43,1,1
21.6,47.5,1020.9,3975,36,0,0
28.3,58.6,1009.5,1988,63,1,0
34.2,77.1,1015.5,3532,45,0,0
36.4,65.6,999.3,1333,19,0,0
37.4,63.6,1001.7,202,39,0,0
38.3,43.3,1021.7,3124,80,0,0
39.4,90.5,1021.6,855,69,0,0
34.3,43.7,1016.6,3421,88,1,1
38.8,41.7,1017.0,3116,51,0,0
25.2,98.0,1002.3,1352,70,0,1
25.3,60.0,1015.2,173,56,0,1
38.4,61.0,999.5,1461,62,0,0
28.6,65.4,1022.2,2297,18,1,0
39.1,85.8,1024.4,2362,84,0,0
39.7,52.1,1023.1,1432,1,0,0
22.8,65.0,1008.0,932,99,0,0
35.9,91.6,994.4,528,96,0,1
23.3,41.6,993.0,3029,19,0,0
22.7,42.8,992.6,2074,77,1,0
25.1,53.3,1004.8,2227,56,0,0
28.2,66.7,993.9,924,32,0,0
31.4,44.6,992.4,1266,60,1,0
23.4,52.0,996.3,3811,21,0,0
26.2,62.3,1011.3,951,23,0,0
28.6,65.6,1022.5,3669,52,1,0
27.9,88.8,991.1,1903,98,0,0
35.3,57.6,1016.8,2629,41,0,0
36.0,47.2,1009.3,2113,8,0,0
27.5,68.3,998.0,3603,21,0,0
30.4,71.4,1007.4,3432,90,1,1
31.6,87.2,1020.4,1072,75,0,0
23.9,53.0,992.9,4046,85,0,0
22.5,93.1,996.6,542,0,0,1
30.8,95.1,1007.5,2099,96,0,1
21.4,69.1,1021.1,1643,7,0,0
26.3,44.8,1023.1,71,59,0,0
37.7,67.5,993.9,196,35,1,0
37.6,59.3,1004.3,194,59,1,1
31.0,73.7,1010.5,2051,76,1,0
34.2,62.4,996.9,49,26,0,0
31.3,47.2,991.2,3943,71,1,0
31.7,42.3,1011.3,246,53,1,0
31.9,65.6,1008.8,2945,43,0,0
31.3,61.2,1000.5,1913,55,1,0
39.1,73.8,1020.6,1026,30,0,0
40.0,56.4,1007.9,2217,64,0,0
36.3,90.5,1014.6,2892,79,1,0
28.2,97.5,1013.2,2249,64,0,1
34.2,58.0,994.4,80,4,0,0
35.6,68.6,1019.7,1397,6,1,0
30.1,91.9,1002.5,1152,66,0,1
35.9,58.9,995.4,2721,6,0,0
39.5,44.6,1014.0,2029,52,0,0
24.0,69.3,1021.6,3251,53,0,0
24.6,56.4,1001.2,2548,65,0,0
33.1,54.2,1001.8,3949,0,1,0
25.9,43.0,1013.2,3526,7,0,0
22.4,66.8,1005.8,4033,93,0,0
29.8,47.6,1019.0,544,64,0,0
28.9,71.4,996.3,3515,16,0,0
39.9,68.2,1025.0,465,44,0,0
25.4,84.2,999.6,539,34,0,0
39.9,85.0,1003.5,648,2,0,0
21.3,54.5,1016.3,2061,36,0,0
21.5,64.1,994.4,2422,88,0,0
39.3,82.5,1000.7,375,30,0,0
36.6,99.2,992.4,1504,47,0,1
28.1,99.4,992.0,1751,77,0,1
32.8,79.4,1002.6,1134,17,1,0
33.2,43.2,1016.6,1580,3,0,0
25.5,86.7,1011.5,3687,24,1,0
21.7,54.6,999.1,3064,13,1,1
34.3,62.2,1021.4,1846,18,0,0
27.9,84.4,996.7,2751,56,1,0
39.7,69.6,1010.9,574,87,1,0
27.2,45.2,1024.8,2444,97,0,0
24.4,80.4,1000.7,3779,12,0,0
34.4,59.0,1012.9,322,17,0,0
32.5,74.0,1011.6,2338,5,1,0
36.0,71.6,994.4,3217,64,1,0
26.6,81.8,1002.6,1719,82,0,0
38.8,58.4,1010.2,175,16,1,0
34.7,65.2,1015.6,2751,12,0,0
25.8,86.7,1021.2,2644,56,0,0
34.4,52.1,1022.1,215,58,1,0
23.1,69.6,993.1,221,47,0,0
24.0,40.0,996.7,806,9,0,0
32.3,93.7,1002.8,3913,32,0,1
25.3,53.9,1015.5,3246,38,1,0
20.8,91.0,1020.3,3834,86,0,0
25.7,51.5,1020.7,823,10,0,0
23.7,44.2,1005.3,1851,41,0,0
39.3,58.0,1018.5,3712,55,1,0
30.8,43.7,1005.6,3454,65,0,0
34.6,73.2,1015.6,1187,60,1,0
21.8,68.9,1023.0,951,98,1,1
21.4,40.6,1014.1,186,8,0,0
38.6,53.3,999.0,1451,95,0,0
36.8,52.3,1003.7,3164,61,0,0
36.8,57.4,1007.8,260,44,0,0
28.7,50.7,1015.9,564,23,0,0
29.4,52.4,1023.9,59,75,0,1
33.7,77.2,1010.6,3391,62,1,0
22.5,69.6,997.6,1027,55,1,0
33.6,42.2,1023.1,1589,75,1,1
27.3,63.6,991.8,755,46,0,1
37.8,78.3,1006.2,2914,98,0,1
25.3,51.3,1009.7,1834,96,1,1
33.6,94.0,1019.7,96,53,1,0
32.5,82.5,1023.1,2858,19,0,1
26.0,75.6,1020.0,1127,74,0,0
39.6,71.3,1022.0,1947,83,1,1
22.4,87.6,990.4,112,28,0,1
25.0,68.4,1023.3,108,24,0,0
20.5,66.5,1013.4,3066,41,1,0
35.9,40.5,992.9,160,77,0,0
25.5,44.9,1006.8,2730,24,0,0
34.7,84.4,992.9,567,98,0,0
26.2,89.6,1000.1,1725,24,0,1
31.0,77.7,1015.1,2616,64,1,0
33.5,68.0,1024.8,3770,41,0,0
32.5,88.2,993.9,2490,75,1,1
39.1,93.5,1002.9,938,27,0,1
21.5,79.0,990.0,25,60,0,0
37.7,50.0,1017.7,3867,72,0,0
32.2,51.0,991.7,1842,100,0,1
32.4,76.2,1011.2,631,18,1,0
27.2,90.9,994.0,1122,90,0,0
26.4,45.0,1013.2,3492,45,0,0
29.8,88.9,1010.2,2389,0,0,0
37.6,87.0,1015.8,1109,28,0,0
25.5,94.4,1015.2,1372,38,0,0
22.1,49.5,993.2,2518,60,0,0
24.4,46.7,1013.5,1708,0,1,0
24.1,54.9,1009.7,1388,77,0,0
34.4,73.4,1012.0,2137,46,0,0
23.6,47.7,1008.8,1610,43,0,0
36.6,41.4,1011.8,40,90,0,0
26.1,53.8,996.1,2927,34,0,0
35.3,74.0,1002.7,346,9,1,0
23.6,84.1,1000.1,2135,87,1,1
26.6,90.0,1013.3,3860,36,0,0
21.0,50.5,1001.5,483,62,1,0
29.6,52.2,1009.5,2815,71,1,0
33.2,63.6,1023.7,2974,55,0,0
27.2,54.4,1017.2,1927,19,1,0
38.4,44.7,994.8,2999,51,0,0
39.0,46.5,1017.2,3402,57,0,0
35.6,82.3,1011.9,207,100,0,0
29.9,80.1,991.0,892,74,0,0
26.0,47.9,1003.9,3429,73,0,0
29.7,68.5,1013.3,192,27,0,0
20.4,86.5,1001.2,345,82,0,1
36.4,73.5,1015.0,487,76,0,0
33.1,89.2,993.4,2247,17,0,1
21.9,56.3,1018.9,3710,55,0,0
26.1,80.7,1022.6,3401,12,0,0
24.3,43.2,1023.1,2660,37,0,1
31.6,78.4,1013.8,3446,54,0,1
33.3,47.7,1003.7,1899,6,0,0
38.2,40.0,998.7,548,69,0,0
27.7,42.1,1020.6,3801,39,0,0
35.3,94.1,1013.6,4094,58,1,1
35.1,95.4,1009.3,1501,18,0,1
26.9,79.7,1003.1,2528,80,0,0
24.9,54.6,1000.3,1591,48,0,0
26.2,93.6,998.2,3950,0,1,1
38.9,46.7,1023.5,1346,1,0,0
27.6,74.2,1005.2,1851,58,0,0
25.8,94.1,1022.4,1717,86,0,0
24.7,91.6,1001.0,1699,84,0,1
21.3,60.7,1013.2,1939,78,0,0
23.7,76.1,1008.1,2105,70,0,0
25.7,44.5,1021.4,2924,72,1,0
23.4,86.4,999.5,1680,29,0,1
25.9,70.0,1023.1,48,86,0,0
22.2,75.2,1012.7,2182,99,0,0
31.6,50.3,999.2,687,88,0,0
33.2,83.4,998.6,835,50,0,0
38.8,43.8,1003.1,1414,43,1,0
22.4,46.1,1016.6,3681,61,1,0
38.3,67.5,1004.3,3959,69,0,0
27.6,41.0,1001.8,3352,72,0,0
37.0,48.3,1011.1,149,52,0,0
37.3,93.3,993.1,1983,36,0,1
21.3,84.7,1005.5,3679,15,0,0
38.1,73.1,1021.2,3320,65,1,0
20.1,66.1,1013.4,1913,17,0,0
24.5,58.8,1024.2,224,53,1,0
21.4,43.8,997.9,914,83,0,0
36.8,49.1,1003.7,1423,82,1,0
24.1,51.4,992.0,2571,76,0,0
29.8,87.3,1014.7,1808,70,0,0
23.5,50.2,1020.6,2392,56,0,0
38.7,42.9,1022.5,3035,94,0,0
28.9,89.6,995.9,3744,81,1,1
35.5,66.2,1008.7,3176,10,0,0
26.1,70.4,1012.4,1259,99,1,1
38.1,87.9,994.0,1807,77,0,1
20.8,75.0,1004.4,775,53,1,1
32.8,53.5,1020.2,1787,28,1,0
34.7,72.0,1003.7,2703,49,1,0
20.1,69.6,1012.4,3238,33,1,0
24.9,57.8,997.0,3854,55,0,0
35.8,41.9,991.4,2235,73,1,0
38.2,55.5,995.9,3916,32,0,0
31.1,46.8,1023.7,3550,72,1,0
27.3,66.3,1009.3,3501,21,1,0
30.4,75.5,1021.1,1628,27,0,0
23.3,68.1,991.9,2478,2,0,0
32.0,71.1,1009.4,420,74,1,0
29.2,80.6,1001.8,2832,37,0,0
24.6,45.4,997.2,3711,49,1,0
36.6,98.3,1005.1,485,38,0,1
31.7,78.6,1015.9,2252,1,0,0
32.6,40.6,1008.8,66,67,0,0
23.6,72.2,1005.7,3227,67,0,0
38.5,78.8,1012.6,1521,24,1,0
30.9,83.4,1005.7,1529,86,0,0
32.6,63.1,991.0,1533,51,1,0
23.3,94.4,1013.8,3127,32,0,0
31.4,79.5,1018.3,203,38,0,0
35.0,54.5,1009.2,423,86,0,0
23.8,91.1,998.6,3591,98,1,1
25.5,63.9,994.0,533,72,0,0
37.0,78.4,995.5,3679,77,1,0
26.5,97.1,995.5,2387,19,0,1
33.6,40.7,998.4,3086,64,0,0
26.7,97.3,995.5,745,30,1,1
27.0,44.5,1019.2,1907,93,0,0
24.7,55.0,1021.8,898,53,1,0
31.8,88.6,999.4,58,6,0,1
31.5,86.7,1016.2,1810,18,1,0
37.0,48.8,1010.5,3017,45,0,1
26.8,83.9,1023.9,3196,47,0,0
28.4,56.4,1002.9,3713,100,0,0
32.3,59.0,1023.4,1848,31,1,0
28.3,66.3,992.8,2193,35,0,0
30.6,45.2,993.4,561,23,0,0
27.8,96.2,998.5,317,21,0,1
36.2,95.5,1009.9,1538,0,0,1
34.1,57.2,998.1,2146,78,1,0
23.0,76.6,1014.5,2103,82,0,0
34.3,80.5,993.5,1936,68,1,0
27.7,82.5,997.7,102,82,1,1
37.9,99.5,991.0,4024,93,0,1
39.3,52.5,1018.9,2050,33,1,0
29.7,83.6,1000.1,1401,86,0,0
24.8,74.6,1016.9,888,12,0,0
23.3,54.1,1004.6,1936,13,1,0
36.7,61.6,1001.1,1853,48,0,0
26.2,83.8,1004.0,2170,61,1,0
31.9,96.9,1016.3,3162,5,0,1
23.3,41.6,1020.0,735,88,0,0
29.5,55.5,1009.8,1822,3,0,0
24.2,86.4,1001.6,1789,69,0,1
35.2,74.8,1017.6,2802,45,0,0
23.6,96.5,1006.9,1336,31,1,1
23.9,98.3,994.4,2748,40,0,1
37.0,83.0,994.6,387,55,0,0
39.7,76.2,999.1,2507,67,1,0
23.1,89.5,1008.2,2280,72,0,0
25.9,40.4,992.5,224,52,0,0
25.5,73.8,992.7,250,29,0,0
36.6,52.1,1012.4,823,41,0,0
21.4,59.6,1024.5,3096,79,0,0
20.9,87.4,1002.1,2526,90,0,1
22.5,96.7,1013.1,493,70,0,1
25.2,83.7,1017.6,3985,36,1,0
29.0,78.1,1007.2,3766,11,0,0
39.4,84.8,992.8,3473,69,0,0
20.1,76.8,995.0,974,26,0,0
39.4,64.3,1016.2,298,75,0,0
32.4,75.0,1003.9,1094,6,1,0
37.2,58.4,1023.4,2887,22,0,0
34.6,66.3,1017.1,3688,72,1,0
23.9,81.5,1024.0,434,77,0,0
39.8,54.7,994.6,2137,60,0,0
29.6,54.7,1022.4,3991,76,1,0
31.4,92.1,1013.8,1853,83,0,1
30.3,43.9,1009.8,2742,42,0,0
36.0,43.8,996.3,2002,77,0,0
21.3,53.9,1008.1,3317,94,0,0
28.1,42.4,1005.1,3640,16,0,0
28.2,62.5,990.4,2549,35,1,0
39.5,67.8,1003.7,1266,37,0,0
27.1,70.3,1008.5,2211,33,0,0
28.6,52.2,1019.6,2773,13,0,0
30.6,85.5,1005.8,346,13,0,0
28.1,76.4,1021.3,1845,29,0,0
33.8,80.8,1020.8,3021,83,0,0
34.6,59.0,1003.9,2366,36,0,0
37.3,44.0,996.9,2957,53,0,0
35.5,68.6,1016.0,2223,28,1,0
39.9,72.7,1008.1,3920,44,1,0
23.7,54.5,1000.9,1087,40,0,0
27.5,77.1,999.7,2032,97,0,0
28.9,89.3,991.5,1175,15,0,0
37.1,52.2,1016.7,2056,35,0,0
